Campaign,Date,City/Location,Latitude,Longitude,Channel,Device,Ad,Impressions,"CTR, %",Clicks,Daily Average CPC,"Spend, INR",Conversions,"Total conversion value, INR",Likes (Reactions),Shares,Comments
Winter,11/24/2023,Mumbai,19.076,72.8777,Pinterest,Mobile,Discount,2465,0.9%,23,98,2272,2,16770,101,11,3
Winter,11/25/2023,Mumbai,19.076,72.8777,Pinterest,Mobile,Discount,2515,0.7%,17,83,1427,5,26746,35,18,3
Winter,11/26/2023,Mumbai,19.076,72.8777,Pinterest,Mobile,Discount,2140,0.6%,13,78,1038,2,15996,95,29,9
Winter,11/27/2023,Mumbai,19.076,72.8777,Pinterest,Mobile,Discount,1608,1.2%,20,3,67,6,23908,79,17,5
Winter,11/28/2023,Mumbai,19.076,72.8777,Pinterest,Mobile,Discount,2209,0.8%,17,82,1372,3,26402,79,30,6
Winter,11/29/2023,Mumbai,19.076,72.8777,Pinterest,Mobile,Discount,3088,0.8%,26,8,198,6,39646,42,15,5
Winter,11/30/2023,Mumbai,19.076,72.8777,Pinterest,Mobile,Discount,2256,0.6%,14,108,1504,6,23134,80,18,8
Spring ,3/1/2023,Bengaluru,12.9716,77.5946,Pinterest,Mobile,Discount,1867.2,0.4%,8,81,649,2,9116,53,17,3
Spring ,3/2/2023,Bengaluru,12.9716,77.5946,Pinterest,Mobile,Discount,1984,0.5%,10,51,483,2,10836,30,5,3
Spring ,3/3/2023,Bengaluru,12.9716,77.5946,Pinterest,Mobile,Discount,2139,0.7%,15,8,114,4,14448,60,9,0
Spring ,3/4/2023,Bengaluru,12.9716,77.5946,Pinterest,Mobile,Discount,2008.4,0.7%,13,27,353,3,15222,73,18,3
Spring ,3/5/2023,Bengaluru,12.9716,77.5946,Pinterest,Mobile,Discount,1095.6,0.3%,3,18,61,3,18318,62,14,2
Spring ,3/6/2023,Bengaluru,12.9716,77.5946,Pinterest,Mobile,Discount,1568.8,0.7%,11,13,142,6,31992,70,0,3
Spring ,3/7/2023,Bengaluru,12.9716,77.5946,Pinterest,Mobile,Discount,1596.2,0.9%,14,37,519,4,26144,48,17,3
Spring ,3/8/2023,Bengaluru,12.9716,77.5946,Pinterest,Mobile,Discount,1090.4,0.6%,7,42,294,5,19780,42,9,1
Spring ,3/9/2023,Bengaluru,12.9716,77.5946,Pinterest,Mobile,Discount,1066.4,0.6%,7,89,605,1,4988,26,2,3
Spring ,3/10/2023,Bengaluru,12.9716,77.5946,Pinterest,Mobile,Discount,1397.8,0.3%,4,56,234,5,21930,44,3,4
Spring ,3/11/2023,Bengaluru,12.9716,77.5946,Pinterest,Mobile,Discount,1324.2,0.8%,10,26,260,5,21930,55,6,0
Spring ,3/12/2023,Bengaluru,12.9716,77.5946,Pinterest,Mobile,Discount,1629.4,1.3%,21,48,989,1,3526,55,2,0
Spring ,3/13/2023,Bengaluru,12.9716,77.5946,Pinterest,Mobile,Discount,1460.6,0.8%,12,49,601,4,14448,71,20,3
Spring ,3/14/2023,Bengaluru,12.9716,77.5946,Pinterest,Mobile,Discount,2026.6,0.4%,8,59,481,6,22188,29,11,4
Spring ,3/15/2023,Bengaluru,12.9716,77.5946,Pinterest,Mobile,Discount,1454,0.9%,14,1,12,3,16254,65,12,3
Spring ,3/16/2023,Bengaluru,12.9716,77.5946,Pinterest,Mobile,Discount,1256.8,0.8%,10,11,111,1,5590,61,8,0
Spring ,3/17/2023,Bengaluru,12.9716,77.5946,Pinterest,Mobile,Discount,1174.4,0.7%,8,74,608,2,9804,78,15,0
Spring ,3/18/2023,Bengaluru,12.9716,77.5946,Pinterest,Mobile,Discount,1605,0.8%,13,48,603,3,11352,48,5,1
Spring ,3/19/2023,Bengaluru,12.9716,77.5946,Pinterest,Mobile,Discount,1703.4,0.8%,13,24,316,1,6106,24,5,2
Spring ,3/20/2023,Bengaluru,12.9716,77.5946,Pinterest,Mobile,Discount,1607.8,0.1%,2,77,174,3,15480,62,0,4
Spring ,3/21/2023,Bengaluru,12.9716,77.5946,Pinterest,Mobile,Discount,1220.6,0.7%,9,14,121,4,27520,47,14,0
Spring ,3/22/2023,Bengaluru,12.9716,77.5946,Pinterest,Mobile,Discount,1046,0.3%,3,52,143,4,11696,42,2,5
Spring ,3/23/2023,Bengaluru,12.9716,77.5946,Pinterest,Mobile,Discount,1653.4,1.0%,16,16,259,2,6708,58,14,0
Spring ,3/24/2023,Bengaluru,12.9716,77.5946,Pinterest,Mobile,Discount,1474.4,0.8%,11,40,437,5,26660,28,0,5
Spring ,3/25/2023,Bengaluru,12.9716,77.5946,Pinterest,Mobile,Discount,1896.2,0.9%,18,57,1001,5,22360,28,18,4
Spring ,3/26/2023,Bengaluru,12.9716,77.5946,Pinterest,Mobile,Discount,1633,0.2%,4,76,284,5,31820,25,9,4
Spring ,3/27/2023,Bengaluru,12.9716,77.5946,Pinterest,Mobile,Discount,1180.4,0.4%,5,63,311,1,5590,26,15,4
Spring ,3/28/2023,Bengaluru,12.9716,77.5946,Pinterest,Mobile,Discount,1982,0.8%,15,6,93,6,36120,47,11,0
Spring ,3/29/2023,Bengaluru,12.9716,77.5946,Pinterest,Mobile,Discount,1035.2,0.8%,8,58,478,2,12556,68,3,3
Spring ,3/30/2023,Bengaluru,12.9716,77.5946,Pinterest,Mobile,Discount,2129.6,0.2%,4,15,56,5,21930,20,8,4
Spring ,3/31/2023,Bengaluru,12.9716,77.5946,Pinterest,Mobile,Discount,2153.4,0.7%,15,65,971,2,11696,44,11,5
Spring ,4/1/2023,Bengaluru,12.9716,77.5946,Pinterest,Mobile,Discount,1469.4,0.9%,13,42,563,4,13072,30,17,4
Spring ,4/2/2023,Bengaluru,12.9716,77.5946,Pinterest,Mobile,Discount,2084.6,0.6%,13,62,826,5,31820,84,11,2
Spring ,4/3/2023,Bengaluru,12.9716,77.5946,Pinterest,Mobile,Discount,1680.6,0.7%,12,78,921,5,28380,46,6,1
Spring ,4/4/2023,Bengaluru,12.9716,77.5946,Pinterest,Mobile,Discount,973,0.6%,5,14,74,1,4816,23,0,0
Spring ,4/5/2023,Bengaluru,12.9716,77.5946,Pinterest,Mobile,Discount,1348.6,0.7%,9,83,724,6,30960,78,9,4
Spring ,4/6/2023,Bengaluru,12.9716,77.5946,Pinterest,Mobile,Discount,941.6,0.6%,6,100,564,2,8600,34,12,4
Spring ,4/7/2023,Bengaluru,12.9716,77.5946,Pinterest,Mobile,Discount,1709.8,0.6%,10,52,520,4,23736,23,5,1
Spring ,4/8/2023,Bengaluru,12.9716,77.5946,Pinterest,Mobile,Discount,908.2,0.6%,6,67,384,2,12900,36,8,0
Spring ,4/9/2023,Bengaluru,12.9716,77.5946,Pinterest,Mobile,Discount,1147.6,1.1%,13,66,828,6,33540,41,3,5
Spring ,4/10/2023,Bengaluru,12.9716,77.5946,Pinterest,Mobile,Discount,1167.6,0.7%,8,80,616,2,9460,50,0,3
Spring ,4/11/2023,Bengaluru,12.9716,77.5946,Pinterest,Mobile,Discount,1907.8,0.7%,12,54,672,1,3612,37,15,1
Spring ,4/12/2023,Bengaluru,12.9716,77.5946,Pinterest,Mobile,Discount,2002,0.6%,12,46,538,5,14620,76,18,2
Spring ,4/13/2023,Bengaluru,12.9716,77.5946,Pinterest,Mobile,Discount,1298.6,0.4%,6,40,221,1,4816,32,2,1
Spring ,4/14/2023,Bengaluru,12.9716,77.5946,Pinterest,Mobile,Discount,1199.6,0.5%,6,77,501,1,4902,61,14,2
Spring ,4/15/2023,Bengaluru,12.9716,77.5946,Pinterest,Mobile,Discount,2032,0.7%,14,52,723,6,39732,30,5,5
Spring ,4/16/2023,Bengaluru,12.9716,77.5946,Pinterest,Mobile,Discount,1429.8,0.2%,3,3,7,6,34056,74,3,5
Spring ,4/17/2023,Bengaluru,12.9716,77.5946,Pinterest,Mobile,Discount,1348,1.0%,13,95,1248,2,8256,55,6,7
Spring ,4/18/2023,Bengaluru,12.9716,77.5946,Pinterest,Mobile,Discount,1491.8,1.0%,15,47,713,5,21930,19,8,4
Spring ,4/19/2023,Bengaluru,12.9716,77.5946,Pinterest,Mobile,Discount,2096.6,1.0%,21,9,202,1,6020,50,3,2
Spring ,4/20/2023,Bengaluru,12.9716,77.5946,Pinterest,Mobile,Discount,995.2,0.2%,2,32,73,5,16770,30,0,6
Spring ,4/21/2023,Bengaluru,12.9716,77.5946,Pinterest,Mobile,Discount,1863,0.7%,12,96,1184,2,8428,61,11,2
Spring ,4/22/2023,Bengaluru,12.9716,77.5946,Pinterest,Mobile,Discount,2010.4,1.1%,21,77,1631,3,10320,67,14,7
Spring ,4/23/2023,Bengaluru,12.9716,77.5946,Pinterest,Mobile,Discount,1288.4,0.5%,6,98,606,5,18490,30,12,5
Spring ,4/24/2023,Bengaluru,12.9716,77.5946,Pinterest,Mobile,Discount,1712.4,0.6%,9,7,65,6,22704,68,6,4
Spring ,4/25/2023,Bengaluru,12.9716,77.5946,Pinterest,Mobile,Discount,1234.2,1.1%,13,78,1024,6,19608,41,2,3
Spring ,4/26/2023,Bengaluru,12.9716,77.5946,Pinterest,Mobile,Discount,1677.2,0.6%,10,52,502,5,12900,68,14,1
Spring ,4/27/2023,Bengaluru,12.9716,77.5946,Pinterest,Mobile,Discount,1807.4,0.6%,10,63,647,3,12642,41,12,4
Spring ,4/28/2023,Bengaluru,12.9716,77.5946,Pinterest,Mobile,Discount,945.8,0.8%,8,33,247,6,40764,30,5,1
Spring ,4/29/2023,Bengaluru,12.9716,77.5946,Pinterest,Mobile,Discount,893.8,0.5%,4,9,39,1,3956,68,15,3
Spring ,4/30/2023,Bengaluru,12.9716,77.5946,Pinterest,Mobile,Discount,1766.2,0.8%,14,83,1134,5,25370,14,8,2
Spring ,5/1/2023,Bengaluru,12.9716,77.5946,Pinterest,Mobile,Discount,1140.2,0.8%,9,9,90,1,4386,76,3,3
Spring ,5/2/2023,Bengaluru,12.9716,77.5946,Pinterest,Mobile,Discount,1304,0.9%,12,60,722,5,32680,67,8,2
Spring ,5/3/2023,Bengaluru,12.9716,77.5946,Pinterest,Mobile,Discount,1587.4,0.7%,11,13,145,3,18318,32,12,2
Spring ,5/4/2023,Bengaluru,12.9716,77.5946,Pinterest,Mobile,Discount,878.2,1.0%,9,47,415,2,11524,70,8,4
Spring ,5/5/2023,Bengaluru,12.9716,77.5946,Pinterest,Mobile,Discount,1131,0.6%,7,54,380,4,17544,58,6,2
Spring ,5/6/2023,Bengaluru,12.9716,77.5946,Pinterest,Mobile,Discount,1833.4,1.3%,23,58,1331,4,25112,59,2,4
Spring ,5/7/2023,Bengaluru,12.9716,77.5946,Pinterest,Mobile,Discount,1862.6,0.7%,14,89,1233,4,11696,22,9,2
Spring ,5/8/2023,Bengaluru,12.9716,77.5946,Pinterest,Mobile,Discount,1688,0.9%,16,77,1202,1,3698,47,3,1
Spring ,5/9/2023,Bengaluru,12.9716,77.5946,Pinterest,Mobile,Discount,1364.2,0.8%,11,49,528,6,26832,31,0,2
Spring ,5/10/2023,Bengaluru,12.9716,77.5946,Pinterest,Mobile,Discount,1548.6,0.8%,13,2,22,3,12126,41,17,3
Spring ,5/11/2023,Bengaluru,12.9716,77.5946,Pinterest,Mobile,Discount,1478.6,0.6%,8,31,252,1,3956,66,11,1
Spring ,5/12/2023,Bengaluru,12.9716,77.5946,Pinterest,Mobile,Discount,1856.4,0.9%,16,74,1181,5,15910,30,5,1
Spring ,5/13/2023,Bengaluru,12.9716,77.5946,Pinterest,Mobile,Discount,1706,0.3%,5,3,18,3,15222,61,8,3
Spring ,5/14/2023,Bengaluru,12.9716,77.5946,Pinterest,Mobile,Discount,1071.6,0.4%,4,1,3,6,23736,54,17,1
Spring ,5/15/2023,Bengaluru,12.9716,77.5946,Pinterest,Mobile,Discount,1944.4,0.6%,12,33,388,6,18576,17,21,3
Spring ,5/16/2023,Bengaluru,12.9716,77.5946,Pinterest,Mobile,Discount,2191,0.3%,7,45,294,4,12040,48,17,2
Spring ,5/17/2023,Bengaluru,12.9716,77.5946,Pinterest,Mobile,Discount,1066.2,0.6%,7,18,121,5,27950,37,3,3
Spring ,5/18/2023,Bengaluru,12.9716,77.5946,Pinterest,Mobile,Discount,1983.6,0.7%,14,58,812,1,3870,32,9,0
Spring ,5/19/2023,Bengaluru,12.9716,77.5946,Pinterest,Mobile,Discount,2173.8,0.5%,11,33,355,6,21156,67,2,6
Spring ,5/20/2023,Bengaluru,12.9716,77.5946,Pinterest,Mobile,Discount,780.6,0.2%,1,88,130,1,4128,16,11,0
Spring ,5/21/2023,Bengaluru,12.9716,77.5946,Pinterest,Mobile,Discount,1004.8,0.8%,8,22,189,6,19608,84,8,5
Spring ,5/22/2023,Bengaluru,12.9716,77.5946,Pinterest,Mobile,Discount,1756.6,0.5%,9,4,40,1,4214,54,14,3
Spring ,5/23/2023,Bengaluru,12.9716,77.5946,Pinterest,Mobile,Discount,1758.6,0.6%,10,46,466,4,14104,29,2,4
Spring ,5/24/2023,Bengaluru,12.9716,77.5946,Pinterest,Mobile,Discount,1223.4,0.7%,9,75,641,4,27520,34,15,6
Spring ,5/25/2023,Bengaluru,12.9716,77.5946,Pinterest,Mobile,Discount,821.2,1.0%,8,42,353,6,30444,56,6,4
Spring ,5/26/2023,Bengaluru,12.9716,77.5946,Pinterest,Mobile,Discount,1021.8,1.3%,13,28,366,5,33110,40,6,2
Spring ,5/27/2023,Bengaluru,12.9716,77.5946,Pinterest,Mobile,Discount,1001.6,0.7%,7,69,448,1,5332,38,11,4
Spring ,5/28/2023,Bengaluru,12.9716,77.5946,Pinterest,Mobile,Discount,2108,0.7%,14,90,1294,4,25800,64,12,3
Spring ,5/29/2023,Bengaluru,12.9716,77.5946,Pinterest,Mobile,Discount,913.6,0.7%,7,25,166,5,17630,68,5,6
Spring ,5/30/2023,Bengaluru,12.9716,77.5946,Pinterest,Mobile,Discount,1289,0.8%,11,4,46,2,9116,80,20,5
Spring ,5/31/2023,Bengaluru,12.9716,77.5946,Pinterest,Mobile,Discount,1645.6,0.6%,10,40,406,6,25800,22,17,4
Summer ,6/1/2023,Bengaluru,12.9716,77.5946,Pinterest,Mobile,Discount,1553.2,0.6%,10,95,934,4,24940,50,14,4
Summer ,6/2/2023,Bengaluru,12.9716,77.5946,Pinterest,Mobile,Discount,962.4,0.3%,3,69,185,1,10492,36,9,8
Summer ,6/3/2023,Bengaluru,12.9716,77.5946,Pinterest,Mobile,Discount,902.3,0.6%,5,18,93,0,0,48,9,11
Summer ,6/4/2023,Bengaluru,12.9716,77.5946,Pinterest,Mobile,Discount,1830,0.8%,15,112,1719,5,33196,77,26,8
Summer ,6/5/2023,Bengaluru,12.9716,77.5946,Pinterest,Mobile,Discount,1092.2,0.7%,7,18,132,4,25714,73,17,2
Summer ,6/6/2023,Bengaluru,12.9716,77.5946,Pinterest,Mobile,Discount,1185.9,0.7%,9,46,408,3,11266,80,3,1
Summer ,6/7/2023,Bengaluru,12.9716,77.5946,Pinterest,Mobile,Discount,1484.9,0.6%,9,52,467,1,9030,31,8,5
Summer ,6/8/2023,Bengaluru,12.9716,77.5946,Pinterest,Mobile,Discount,953.1,0.7%,7,80,534,4,23650,65,21,4
Summer ,6/9/2023,Bengaluru,12.9716,77.5946,Pinterest,Mobile,Discount,764.6,0.8%,6,55,320,5,32594,49,18,10
Summer ,6/10/2023,Bengaluru,12.9716,77.5946,Pinterest,Mobile,Discount,1631.4,0.5%,8,96,817,0,0,86,23,1
Summer ,6/11/2023,Bengaluru,12.9716,77.5946,Pinterest,Mobile,Discount,1448.3,0.9%,13,42,537,1,3182,49,15,0
Summer ,6/12/2023,Bengaluru,12.9716,77.5946,Pinterest,Mobile,Discount,1023.8,1.0%,10,64,652,1,10578,43,11,5
Summer ,6/13/2023,Bengaluru,12.9716,77.5946,Pinterest,Mobile,Discount,947.6,0.6%,6,22,128,2,14362,59,21,1
Summer ,6/14/2023,Bengaluru,12.9716,77.5946,Pinterest,Mobile,Discount,1519.8,0.4%,7,56,365,1,2580,36,24,2
Summer ,6/15/2023,Bengaluru,12.9716,77.5946,Pinterest,Mobile,Discount,1205.1,0.4%,5,22,111,3,5160,50,6,8
Summer ,6/16/2023,Bengaluru,12.9716,77.5946,Pinterest,Mobile,Discount,1414.3,0.4%,6,16,99,5,14276,91,23,4
Summer ,6/17/2023,Bengaluru,12.9716,77.5946,Pinterest,Mobile,Discount,1116,0.4%,5,103,472,4,17458,52,21,0
Summer ,6/18/2023,Bengaluru,12.9716,77.5946,Pinterest,Mobile,Discount,1148.2,0.8%,9,46,393,2,14878,88,8,3
Summer ,6/19/2023,Bengaluru,12.9716,77.5946,Pinterest,Mobile,Discount,1687.9,0.6%,10,59,621,2,14706,74,9,2
Summer ,6/20/2023,Bengaluru,12.9716,77.5946,Pinterest,Mobile,Discount,1439.9,0.5%,7,103,728,4,11352,22,8,11
Summer ,6/21/2023,Bengaluru,12.9716,77.5946,Pinterest,Mobile,Discount,597.1,0.3%,2,17,33,2,5418,77,14,8
Summer ,6/22/2023,Bengaluru,12.9716,77.5946,Pinterest,Mobile,Discount,1171.1,0.6%,7,66,473,4,14018,98,2,3
Summer ,6/23/2023,Bengaluru,12.9716,77.5946,Pinterest,Mobile,Discount,1329.6,0.2%,3,33,96,1,3612,94,18,1
Summer ,6/24/2023,Bengaluru,12.9716,77.5946,Pinterest,Mobile,Discount,1167,0.6%,7,78,539,3,6708,92,3,12
Summer ,6/25/2023,Bengaluru,12.9716,77.5946,Pinterest,Mobile,Discount,1387.1,0.4%,5,22,107,0,0,64,24,6
Summer ,6/26/2023,Bengaluru,12.9716,77.5946,Pinterest,Mobile,Discount,1275.9,0.6%,8,80,633,3,21414,42,9,8
Summer ,6/27/2023,Bengaluru,12.9716,77.5946,Pinterest,Mobile,Discount,1506.7,0.5%,7,26,183,1,5934,82,23,0
Summer ,6/28/2023,Bengaluru,12.9716,77.5946,Pinterest,Mobile,Discount,925.8,0.4%,4,79,293,4,11610,96,17,10
Summer ,6/29/2023,Bengaluru,12.9716,77.5946,Pinterest,Mobile,Discount,1469.9,0.8%,11,45,506,4,14964,60,8,1
Summer ,6/30/2023,Bengaluru,12.9716,77.5946,Pinterest,Mobile,Discount,1366.2,0.6%,8,32,265,5,25542,78,0,4
Summer ,7/1/2023,Bengaluru,12.9716,77.5946,Pinterest,Mobile,Discount,975.8,0.6%,6,96,573,4,21414,54,5,6
Summer ,7/2/2023,Bengaluru,12.9716,77.5946,Pinterest,Mobile,Discount,1111.4,0.3%,3,63,174,2,7740,92,15,8
Summer ,7/3/2023,Bengaluru,12.9716,77.5946,Pinterest,Mobile,Discount,663.6,0.6%,4,49,192,3,10836,64,11,4
Summer ,7/4/2023,Bengaluru,12.9716,77.5946,Pinterest,Mobile,Discount,1525.9,0.8%,12,19,219,1,4644,49,5,2
Summer ,7/5/2023,Bengaluru,12.9716,77.5946,Pinterest,Mobile,Discount,1509.1,0.7%,10,35,351,2,6364,96,0,8
Summer ,7/6/2023,Bengaluru,12.9716,77.5946,Pinterest,Mobile,Discount,1329.7,0.4%,5,25,126,0,0,65,0,3
Summer ,7/7/2023,Bengaluru,12.9716,77.5946,Pinterest,Mobile,Discount,1389.4,0.9%,12,63,776,1,5246,43,20,3
Summer ,7/8/2023,Bengaluru,12.9716,77.5946,Pinterest,Mobile,Discount,1299.3,0.5%,7,95,645,1,5246,88,21,4
Summer ,7/9/2023,Bengaluru,12.9716,77.5946,Pinterest,Mobile,Discount,1379.6,1.0%,14,87,1198,5,11524,28,2,4
Summer ,7/10/2023,Bengaluru,12.9716,77.5946,Pinterest,Mobile,Discount,848.2,0.4%,3,69,222,0,0,48,21,1
Summer ,7/11/2023,Bengaluru,12.9716,77.5946,Pinterest,Mobile,Discount,1031.5,0.3%,3,30,99,3,17458,67,6,7
Summer ,7/12/2023,Bengaluru,12.9716,77.5946,Pinterest,Mobile,Discount,846,1.0%,9,26,225,2,15222,79,18,7
Summer ,7/13/2023,Bengaluru,12.9716,77.5946,Pinterest,Mobile,Discount,1885.3,0.4%,7,95,684,0,0,44,12,2
Summer ,7/14/2023,Bengaluru,12.9716,77.5946,Pinterest,Mobile,Discount,1645.1,0.5%,9,7,60,0,0,34,0,4
Summer ,7/15/2023,Bengaluru,12.9716,77.5946,Pinterest,Mobile,Discount,1350.5,0.6%,8,102,788,0,0,79,8,8
Summer ,7/16/2023,Bengaluru,12.9716,77.5946,Pinterest,Mobile,Discount,740.6,0.6%,5,100,473,0,0,65,5,7
Summer ,7/17/2023,Bengaluru,12.9716,77.5946,Pinterest,Mobile,Discount,933,0.1%,1,52,58,4,26660,90,23,1
Summer ,7/18/2023,Bengaluru,12.9716,77.5946,Pinterest,Mobile,Discount,873.7,0.8%,7,35,234,0,0,58,0,3
Summer ,7/19/2023,Bengaluru,12.9716,77.5946,Pinterest,Mobile,Discount,1457.8,0.6%,8,97,793,4,27262,71,11,5
Summer ,7/20/2023,Bengaluru,12.9716,77.5946,Pinterest,Mobile,Discount,1408.1,1.0%,14,38,517,4,8944,61,0,4
Summer ,7/21/2023,Bengaluru,12.9716,77.5946,Pinterest,Mobile,Discount,819.3,0.2%,2,24,39,5,29326,47,6,4
Summer ,7/22/2023,Bengaluru,12.9716,77.5946,Pinterest,Mobile,Discount,1238.2,0.4%,5,23,127,4,9976,62,15,2
Summer ,7/23/2023,Bengaluru,12.9716,77.5946,Pinterest,Mobile,Discount,1026.2,0.3%,3,33,87,0,0,76,2,4
Summer ,7/24/2023,Bengaluru,12.9716,77.5946,Pinterest,Mobile,Discount,1041.8,0.4%,4,54,214,4,24080,67,5,1
Summer ,7/25/2023,Bengaluru,12.9716,77.5946,Pinterest,Mobile,Discount,1198.3,0.7%,9,65,580,4,15394,94,21,0
Summer ,7/26/2023,Bengaluru,12.9716,77.5946,Pinterest,Mobile,Discount,882.3,0.4%,4,72,268,4,12986,55,2,0
Summer ,7/27/2023,Bengaluru,12.9716,77.5946,Pinterest,Mobile,Discount,1678.6,0.6%,10,29,304,3,13760,53,9,1
Summer ,7/28/2023,Bengaluru,12.9716,77.5946,Pinterest,Mobile,Discount,994,0.4%,4,96,345,4,22446,83,23,2
Summer ,7/29/2023,Bengaluru,12.9716,77.5946,Pinterest,Mobile,Discount,809.4,0.4%,3,71,237,5,17028,80,0,3
Summer ,7/30/2023,Bengaluru,12.9716,77.5946,Pinterest,Mobile,Discount,1059.2,0.7%,7,105,756,5,37152,84,12,5
Summer ,7/31/2023,Bengaluru,12.9716,77.5946,Pinterest,Mobile,Discount,1268.4,0.9%,11,98,1057,4,24424,84,18,3
Summer ,8/1/2023,Bengaluru,12.9716,77.5946,Pinterest,Mobile,Discount,1089,0.4%,4,56,244,3,12470,36,17,6
Summer ,8/2/2023,Bengaluru,12.9716,77.5946,Pinterest,Mobile,Discount,1507.4,0.6%,9,86,791,4,21156,79,6,0
Summer ,8/3/2023,Bengaluru,12.9716,77.5946,Pinterest,Mobile,Discount,898.2,0.4%,4,110,425,0,0,95,15,5
Summer ,8/4/2023,Bengaluru,12.9716,77.5946,Pinterest,Mobile,Discount,1133.5,0.6%,7,108,774,4,11954,66,21,9
Summer ,8/5/2023,Bengaluru,12.9716,77.5946,Pinterest,Mobile,Discount,1186.1,0.3%,4,70,248,2,11696,46,11,6
Summer ,8/6/2023,Bengaluru,12.9716,77.5946,Pinterest,Mobile,Discount,1240,0.5%,6,52,332,1,6450,41,11,10
Summer ,8/7/2023,Bengaluru,12.9716,77.5946,Pinterest,Mobile,Discount,1267.2,0.5%,6,29,178,2,8256,90,11,6
Summer ,8/8/2023,Bengaluru,12.9716,77.5946,Pinterest,Mobile,Discount,1005.4,0.6%,6,86,484,3,17458,43,20,1
Summer ,8/9/2023,Bengaluru,12.9716,77.5946,Pinterest,Mobile,Discount,1506.9,0.8%,12,76,912,1,4472,58,15,2
Summer ,8/10/2023,Bengaluru,12.9716,77.5946,Pinterest,Mobile,Discount,1383.4,0.7%,10,102,1034,3,17974,92,3,5
Summer ,8/11/2023,Bengaluru,12.9716,77.5946,Pinterest,Mobile,Discount,1028,0.8%,8,107,844,2,14706,54,12,8
Summer ,8/12/2023,Bengaluru,12.9716,77.5946,Pinterest,Mobile,Discount,782.3,0.5%,4,48,196,5,18232,74,17,7
Summer ,8/13/2023,Bengaluru,12.9716,77.5946,Pinterest,Mobile,Discount,881.9,1.0%,9,108,976,2,15566,66,21,6
Summer ,8/14/2023,Bengaluru,12.9716,77.5946,Pinterest,Mobile,Discount,1383.1,0.5%,7,64,475,4,27004,86,15,2
Summer ,8/15/2023,Bengaluru,12.9716,77.5946,Pinterest,Mobile,Discount,1658.8,0.2%,4,9,34,3,20468,38,20,1
Summer ,8/16/2023,Bengaluru,12.9716,77.5946,Pinterest,Mobile,Discount,1641.4,0.9%,14,65,923,3,18576,82,9,1
Summer ,8/17/2023,Bengaluru,12.9716,77.5946,Pinterest,Mobile,Discount,1232.4,0.2%,3,24,68,2,15050,60,17,5
Summer ,8/18/2023,Bengaluru,12.9716,77.5946,Pinterest,Mobile,Discount,1150.8,0.8%,10,92,879,1,1204,53,8,6
Summer ,8/19/2023,Bengaluru,12.9716,77.5946,Pinterest,Mobile,Discount,1518.7,0.5%,8,7,54,5,10664,88,11,7
Summer ,8/20/2023,Bengaluru,12.9716,77.5946,Pinterest,Mobile,Discount,1521.5,0.6%,9,69,639,4,25886,74,9,7
Summer ,8/21/2023,Bengaluru,12.9716,77.5946,Pinterest,Mobile,Discount,1754.8,0.3%,6,101,570,0,0,70,5,5
Summer ,8/22/2023,Bengaluru,12.9716,77.5946,Pinterest,Mobile,Discount,1321.7,0.8%,11,45,473,5,27004,73,26,10
Summer ,8/23/2023,Bengaluru,12.9716,77.5946,Pinterest,Mobile,Discount,1173.8,1.0%,11,44,494,1,6278,96,17,2
Summer ,8/24/2023,Bengaluru,12.9716,77.5946,Pinterest,Mobile,Discount,1157.8,0.7%,8,84,712,4,16340,58,8,6
Summer ,8/25/2023,Bengaluru,12.9716,77.5946,Pinterest,Mobile,Discount,987,0.6%,6,30,184,1,4042,35,24,7
Summer ,8/26/2023,Bengaluru,12.9716,77.5946,Pinterest,Mobile,Discount,1603.7,0.5%,8,55,468,3,17630,79,14,0
Summer ,8/27/2023,Bengaluru,12.9716,77.5946,Pinterest,Mobile,Discount,1724.1,0.4%,6,19,117,2,15824,72,21,8
Summer ,8/28/2023,Bengaluru,12.9716,77.5946,Pinterest,Mobile,Discount,1327.1,0.5%,7,29,210,0,0,66,0,9
Summer ,8/29/2023,Bengaluru,12.9716,77.5946,Pinterest,Mobile,Discount,1344.3,0.9%,13,20,250,1,9202,47,20,5
Summer ,8/30/2023,Bengaluru,12.9716,77.5946,Pinterest,Mobile,Discount,892.1,0.4%,4,28,98,0,0,58,14,1
Summer ,8/31/2023,Bengaluru,12.9716,77.5946,Pinterest,Mobile,Discount,1700.6,0.6%,9,52,483,3,19092,61,9,1
Winter,9/1/2023,Bengaluru,12.9716,77.5946,Pinterest,Mobile,Discount,2176,0.8%,18,51,916,4,24682,62,9,1
Winter,9/2/2023,Bengaluru,12.9716,77.5946,Pinterest,Mobile,Discount,1831,0.8%,14,96,1376,2,17630,76,3,11
Winter,9/3/2023,Bengaluru,12.9716,77.5946,Pinterest,Mobile,Discount,1928,1.3%,24,61,1495,5,20898,95,17,4
Winter,9/4/2023,Bengaluru,12.9716,77.5946,Pinterest,Mobile,Discount,2371,0.6%,15,49,721,6,38614,97,20,6
Winter,9/5/2023,Bengaluru,12.9716,77.5946,Pinterest,Mobile,Discount,2639,0.9%,23,16,384,2,13674,68,18,1
Winter,9/6/2023,Bengaluru,12.9716,77.5946,Pinterest,Mobile,Discount,1327,0.9%,12,104,1257,3,20898,55,3,4
